goodbooks_id,isbn13,title,authors,year,language,average_rating,ratings_count,image_url,genre
664,9780679745660,Breakfast at Tiffany's,Truman Capote,1958,eng,3.89,129778,https://images.gr-assets.com/books/1477015353m/251688.jpg,Classics
507,9780545265360,"The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)",Suzanne Collins,2010,eng,4.49,129665,https://images.gr-assets.com/books/1360094673m/7938275.jpg,Young Adult
707,9780060739490,Walk Two Moons,Sharon Creech,1994,eng,3.95,129350,https://images.gr-assets.com/books/1389035862m/53496.jpg,Young Adult
980,9780441013810,"Moon Called (Mercy Thompson, #1)",Patricia Briggs,2006,eng,4.18,129150,https://images.gr-assets.com/books/1272070347m/71811.jpg,Fantasy
659,9781921351430,Dreams from My Father: A Story of Race and Inheritance,Barack Obama,1995,eng,3.81,128961,https://images.gr-assets.com/books/1352340675m/88061.jpg,Biography & Memoir
642,9780525950070,"World Without End (The Kingsbridge Series, #2)",Ken Follett,2007,eng,4.23,128715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,History
755,9780061020680,"Mort (Death, #1; Discworld, #4)",Terry Pratchett,1987,eng,4.22,128450,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
616,9780743275020,Plain Truth,Jodi Picoult,2000,eng,3.97,128406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
693,9780345418980,Sphere,Michael Crichton,1987,eng,3.77,128244,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
814,9781905654580,"Tempted (House of Night, #6)","P.C. Cast, Kristin Cast",2008,eng,3.96,127387,https://images.gr-assets.com/books/1408633041m/6262365.jpg,Horror
871,9780441018640,"Dead in the Family (Sookie Stackhouse, #10)",Charlaine Harris,2010,en-US,3.88,127379,https://images.gr-assets.com/books/1290479828m/7091488.jpg,Horror
617,9780385523390,Orange Is the New Black,Piper Kerman,2010,eng,3.7,127186,https://images.gr-assets.com/books/1320520714m/6314763.jpg,Non-fiction
605,9780061173390,"Are You There, Vodka? It's Me, Chelsea",Chelsea Handler,2007,eng,3.85,127096,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Humor
665,9780345504970,"The Passage (The Passage, #1)",Justin Cronin,2010,eng,4.04,126993,https://images.gr-assets.com/books/1327874267m/6690798.jpg,Horror
753,9781932664090,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,2004,eng,4.18,126864,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Comics & Graphic Novels
773,9780743477570,The Taming of the Shrew,William Shakespeare,1593,en-US,3.81,126318,https://images.gr-assets.com/books/1327935253m/47021.jpg,Classics
623,9781476754450,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,2014,eng,3.92,125847,https://images.gr-assets.com/books/1468705326m/18775247.jpg,Fiction
728,9780805047900,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle",1967,eng,4.19,125668,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Children
782,9780543898080,The Awakening,Kate Chopin,1899,eng,3.63,125474,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
957,9780545123280,"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,2010,en-US,3.91,125363,https://images.gr-assets.com/books/1292482391m/6654313.jpg,Fantasy
649,9780307593310,1Q84,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,eng,3.89,125195,https://images.gr-assets.com/books/1483103331m/10357575.jpg,Fiction
804,9780743482840,The Tempest,William Shakespeare,1623,en-US,3.8,125178,https://images.gr-assets.com/books/1327793692m/12985.jpg,Classics
704,9780786226740,The Cider House Rules,John Irving,1985,eng,4.1,124876,https://images.gr-assets.com/books/1327962519m/4687.jpg,Fiction
697,9780062049800,State of Wonder,Ann Patchett,2011,eng,3.85,124837,https://images.gr-assets.com/books/1454428541m/9118135.jpg,Fiction
694,9780312348670,Love the One You're With,Emily Giffin,2008,en-US,3.7,124812,https://images.gr-assets.com/books/1361466590m/2120652.jpg,Fiction
765,9780345350690,The Autobiography of Malcolm X,"Malcolm X, Alex Haley",1965,eng,4.29,124805,https://images.gr-assets.com/books/1434682864m/92057.jpg,Biography & Memoir
700,9780743272490,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",Philippa Gregory,2005,en-US,3.88,124786,https://images.gr-assets.com/books/1355932704m/16181.jpg,History
826,9780143039100,The Wind in the Willows,"Kenneth Grahame, Gillian Avery",1908,eng,3.98,124612,https://images.gr-assets.com/books/1423183570m/5659.jpg,Classics
731,9780061007220,The Exorcist,William Peter Blatty,1971,en-US,4.14,124467,https://images.gr-assets.com/books/1375168676m/179780.jpg,Horror
647,9780312348650,Baby Proof,Emily Giffin,2006,en-US,3.71,124371,https://images.gr-assets.com/books/1361466583m/42149.jpg,Romance
740,9780060529960,"The Little House Collection (Little House, #1-9)","Laura Ingalls Wilder, Garth Williams",1953,eng,4.33,124320,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
817,9780064410340,"Howl's Moving Castle (Howl's Moving Castle, #1)",Diana Wynne Jones,1986,eng,4.3,123945,https://images.gr-assets.com/books/1407450489m/6294.jpg,Fantasy
1022,9781619630660,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,2014,eng,4.53,123843,https://images.gr-assets.com/books/1460846511m/20613470.jpg,Fantasy
712,9780385335980,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,1996,eng,4.34,123736,https://images.gr-assets.com/books/1500688941m/10988.jpg,History
736,9780679732760,Invisible Man,Ralph Ellison,1952,eng,3.84,123073,https://images.gr-assets.com/books/1352854247m/16981.jpg,Classics
868,9780142402500,Pippi Longstocking,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",1945,eng,4.11,123065,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Children
766,9781563892270,Preludes & Nocturnes (The Sandman #1),"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1989,eng,4.3,122540,https://images.gr-assets.com/books/1411609637m/23754.jpg,Comics & Graphic Novels
722,9780812513740,"The Shadow Rising (Wheel of Time, #4)",Robert Jordan,1992,en-US,4.21,122524,https://images.gr-assets.com/books/1470841890m/9539.jpg,Fantasy
758,9780393324820,Stiff: The Curious Lives of Human Cadavers,Mary Roach,2003,eng,4.05,122502,https://images.gr-assets.com/books/1347656489m/32145.jpg,Non-fiction
729,9780553283690,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,1989,eng,4.21,122225,https://images.gr-assets.com/books/1405546838m/77566.jpg,Science Fiction
692,9780312364080,"Firefly Lane (Firefly Lane, #1)",Kristin Hannah,2008,en-US,4.04,121966,https://images.gr-assets.com/books/1362435448m/1472878.jpg,Fiction
837,9780307931890,"Every Day (Every Day, #1)",David Levithan,2012,eng,3.99,121863,https://images.gr-assets.com/books/1356993940m/13262783.jpg,Young Adult
928,9780545424930,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,2012,eng,4.05,121727,https://images.gr-assets.com/books/1477103737m/17675462.jpg,Fantasy
674,9780446611080,Suzanne's Diary for Nicholas,James Patterson,2001,eng,4.16,121398,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance
710,9780316109700,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",Julie Powell,2005,eng,3.67,121373,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
699,9780760728500,Twenty Thousand Leagues Under the Sea,"Jules Verne, Anthony Bonner",1869,eng,3.86,121112,https://images.gr-assets.com/books/1494979127m/33507.jpg,Classics
805,9781905654950,"Burned (House of Night, #7)","P.C. Cast, Kristin Cast",2010,eng,3.98,120763,https://images.gr-assets.com/books/1327944437m/6917952.jpg,Horror
726,9780451188460,"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,1997,en-US,4.18,120541,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery & Thriller
831,9780670010880,Lock and Key,Sarah Dessen,2008,eng,4.01,120475,https://images.gr-assets.com/books/1479691949m/1295102.jpg,Young Adult
638,9780307592840,A Visit from the Goon Squad,Jennifer Egan,2010,eng,3.64,120126,https://images.gr-assets.com/books/1356844046m/7331435.jpg,Fiction
695,9780316206880,"The Silkworm (Cormoran Strike, #2)","Robert Galbraith, J.K. Rowling",2014,eng,4.03,120008,https://images.gr-assets.com/books/1392577290m/18214414.jpg,Mystery & Thriller
720,9781591164420,"Bleach, Volume 01",Tite Kubo,2002,eng,4.21,120004,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Comics & Graphic Novels
770,9780198320270,Julius Caesar,"William Shakespeare, Roma Gill",1599,eng,3.65,119933,https://images.gr-assets.com/books/1354574927m/13006.jpg,Classics
669,9780553383800,The House of the Spirits,"Isabel Allende, Magda Bogin",1982,en-US,4.2,119930,https://images.gr-assets.com/books/1358615501m/9328.jpg,Fiction
727,9780375408270,The Reader,"Bernhard Schlink, Carol Brown Janeway",1995,eng,3.73,119911,https://images.gr-assets.com/books/1327936339m/101299.jpg,Fiction
778,9780451527880,The Hunchback of Notre-Dame,"Victor Hugo, Walter J. Cobb",1831,eng,3.97,119851,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
764,9781416563690,"The White Queen (The Plantagenet and Tudor Novels, #2)",Philippa Gregory,2009,eng,3.9,119739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,History
945,9780385739160,"Passion (Fallen, #3)",Lauren Kate,2011,eng,3.89,119735,https://images.gr-assets.com/books/1362339802m/9369720.jpg,Young Adult
904,9781936305630,"Gabriel's Inferno (Gabriel's Inferno, #1)",Sylvain Reynard,2011,eng,4.02,119633,https://images.gr-assets.com/books/1301789770m/10140661.jpg,Romance
855,9780743482780,Twelfth Night,William Shakespeare,1601,eng,3.97,119607,https://images.gr-assets.com/books/1416628008m/1625.jpg,Classics
824,9781580495940,"Oedipus Rex  (The Theban Plays, #1)","Sophocles, J.E. Thomas",-430,eng,3.67,119496,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Poetry & Drama
654,9780374158460,Freedom,Jonathan Franzen,2010,en-US,3.73,119213,https://images.gr-assets.com/books/1316729686m/7905092.jpg,Fiction
761,9780385342020,Twenties Girl,Sophie Kinsella,2009,eng,3.82,119105,https://images.gr-assets.com/books/1320544759m/6063187.jpg,Romance
734,9780440174650,Roots: The Saga of an American Family,Alex Haley,1976,en-US,4.42,118951,https://images.gr-assets.com/books/1329398936m/546018.jpg,History
746,9780553804680,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,2006,eng,4.3,118751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
1033,9780064407690,"The Wide Window (A Series of Unfortunate Events, #3)","Lemony Snicket, Brett Helquist",2000,eng,3.91,118624,https://images.gr-assets.com/books/1320705923m/438492.jpg,Fiction
743,9780380813810,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,2002,en-US,4.26,118576,https://images.gr-assets.com/books/1331419009m/28881.jpg,Humor
745,9780399159020,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,2012,eng,3.9,118475,https://images.gr-assets.com/books/1489415716m/12868761.jpg,Non-fiction
803,9781591826030,"Fruits Basket, Vol. 1","Natsuki Takaya, Alethea Nibley, Athena Nibley",1999,eng,4.23,118467,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Comics & Graphic Novels
686,9780446615860,"The Wedding (The Notebook, #2)",Nicholas Sparks,2003,en-US,3.98,118045,https://images.gr-assets.com/books/1385738787m/3466.jpg,Romance
780,9780836220890,Calvin and Hobbes,"Bill Watterson, G.B. Trudeau",1987,en-US,4.61,117788,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Comics & Graphic Novels
658,9781841156740,The Corrections,Jonathan Franzen,2001,eng,3.78,117657,https://images.gr-assets.com/books/1355011305m/3805.jpg,Fiction
798,9780007173690,"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,1960,eng,4.12,117582,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Children
938,9781480095530,"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,2012,en-US,4.26,117508,https://images.gr-assets.com/books/1358810128m/16081272.jpg,Romance
725,9780670032560,"The Waste Lands (The Dark Tower, #3)","Stephen King, Ned Dameron",1991,eng,4.24,117483,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
706,9780140449070,Around the World in Eighty Days,"Jules Verne, Michael Glencross, Brian W. Aldiss",1872,eng,3.9,117108,https://images.gr-assets.com/books/1308815551m/54479.jpg,Classics
857,9780142401200,The Westing Game,Ellen Raskin,1978,eng,4.03,117108,https://images.gr-assets.com/books/1356850909m/902.jpg,Mystery & Thriller
828,9780375714570,"Persepolis: The Story of a Childhood (Persepolis, #1)","Marjane Satrapi, Mattias Ripa",2000,eng,4.23,117103,https://images.gr-assets.com/books/1425871473m/9516.jpg,Comics & Graphic Novels
683,9780446696140,A Bend in the Road,Nicholas Sparks,2001,eng,4.02,116800,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance
414,9781416589650,Little Bee,Chris Cleave,2008,en-US,3.7,116784,https://images.gr-assets.com/books/1344401905m/6948436.jpg,History
981,9780786838930,"Blue Bloods (Blue Bloods, #1)",Melissa de la Cruz,2006,en-US,3.68,116687,https://images.gr-assets.com/books/1322281515m/872333.jpg,Young Adult
909,9781423140570,"The Throne of Fire (Kane Chronicles, #2)",Rick Riordan,2011,eng,4.2,116360,https://images.gr-assets.com/books/1366227973m/9067850.jpg,Fantasy
792,9780394709310,The Complete Grimm's Fairy Tales,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812,eng,4.31,116324,https://images.gr-assets.com/books/1369540060m/22917.jpg,Classics
362,9780060652890,The Screwtape Letters,C.S. Lewis,1942,eng,4.21,116277,https://images.gr-assets.com/books/1347801873m/11149.jpg,Fiction
737,9780374105240,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,2007,en-US,4.14,116260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
846,9780151010260,Animal Farm / 1984,"George Orwell, Christopher Hitchens",1950,eng,4.26,116197,https://images.gr-assets.com/books/1327959366m/5472.jpg,Classics
912,9780140255550,"Two for the Dough (Stephanie Plum, #2)",Janet Evanovich,1996,eng,4.11,116171,https://images.gr-assets.com/books/1330926461m/6427.jpg,Mystery & Thriller
689,9780061928120,Beautiful Ruins,Jess Walter,2012,eng,3.67,116053,https://images.gr-assets.com/books/1338161553m/11447921.jpg,Fiction
823,9780312938990,"A is for Alibi (Kinsey Millhone, #1)",Sue Grafton,1982,en-US,3.82,116026,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery & Thriller
818,9782226131900,Dreamcatcher,"Stephen King, William Olivier Desmond",2001,fre,3.59,115855,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Horror
760,9780765342410,"Ender's Shadow (Ender's Shadow, #1)",Orson Scott Card,1998,eng,4.3,115521,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
678,9781616203210,The Storied Life of A.J. Fikry,Gabrielle Zevin,2014,eng,3.98,115393,https://images.gr-assets.com/books/1404582137m/18293427.jpg,Fiction
856,9780385732570,"Gathering Blue (The Giver, #2)",Lois Lowry,2000,eng,3.8,114917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction
1002,9780399256780,"Champion (Legend, #3)",Marie Lu,2013,eng,4.37,114623,https://images.gr-assets.com/books/1382652310m/14290364.jpg,Science Fiction
657,9781416562600,The White Tiger,Aravind Adiga,2008,eng,3.71,114531,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
741,9780143035470,The Girls' Guide to Hunting and Fishing,Melissa Bank,1998,eng,3.29,113977,https://images.gr-assets.com/books/1309210476m/33926.jpg,Fiction
573,9780060574220,"Men Are from Mars, Women Are from Venus",John Gray,1998,en-US,3.52,113915,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
810,9781591169150,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",Bisco Hatori,2003,eng,4.36,113881,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Comics & Graphic Novels
735,9780930289450,Batman: The Killing Joke,"Alan Moore, Brian Bolland, Tim Sale",1988,eng,4.36,113855,https://images.gr-assets.com/books/1346331835m/96358.jpg,Comics & Graphic Novels
813,9781250049380,Landline,Rainbow Rowell,2014,eng,3.55,113805,https://images.gr-assets.com/books/1499378092m/18081809.jpg,Fiction
768,9780380731860,Shutter Island,Dennis Lehane,2003,eng,4.07,113718,https://images.gr-assets.com/books/1329269081m/21686.jpg,Mystery & Thriller
610,9780670025820,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,2013,eng,4.32,113565,https://images.gr-assets.com/books/1354683116m/16158542.jpg,Non-fiction
996,9780312966100,"Three to Get Deadly (Stephanie Plum, #3)",Janet Evanovich,1997,en-US,4.14,113400,https://images.gr-assets.com/books/1311727539m/6854.jpg,Mystery & Thriller
673,9780307271080,Americanah,Chimamanda Ngozi Adichie,2013,eng,4.26,113252,https://images.gr-assets.com/books/1356654499m/15796700.jpg,Fiction
1020,9780763625290,The Tale of Despereaux,"Kate DiCamillo, Timothy Basil Ering",2004,en-US,4.0,113066,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
849,9780060288140,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",Louise Rennison,1999,eng,3.74,112733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult
688,9780330419120,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,2003,eng,3.98,112167,https://images.gr-assets.com/books/1356441391m/10847.jpg,Non-fiction
629,9780061124270,Veronika Decides to Die,"Paulo Coelho, Margaret Jull Costa",1998,eng,3.69,111856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
786,9780060513090,Falling Up,Shel Silverstein,1996,en-US,4.33,111779,https://images.gr-assets.com/books/1327871908m/30120.jpg,Humor
1143,9781476730100,"Beautiful Bastard (Beautiful Bastard, #1)",Christina Lauren,2013,eng,4.05,111668,https://images.gr-assets.com/books/1362258921m/16102004.jpg,Romance
757,9780671683900,Lonesome Dove,Larry McMurtry,1985,en-US,4.47,111498,https://images.gr-assets.com/books/1378573063m/256008.jpg,Fiction
767,9780345465080,Seabiscuit: An American Legend,Laura Hillenbrand,1999,en-US,4.2,111497,https://images.gr-assets.com/books/1171644213m/110737.jpg,Non-fiction
1169,9781620610110,"Onyx (Lux, #2)",Jennifer L. Armentrout,2012,eng,4.33,111448,https://images.gr-assets.com/books/1329408511m/13047090.jpg,Young Adult
891,9780451458120,"Fool Moon (The Dresden Files, #2)",Jim Butcher,2001,eng,4.04,111371,https://images.gr-assets.com/books/1345556849m/91477.jpg,Fantasy
791,9780743296430,House Rules,Jodi Picoult,2010,en-US,4.01,111239,https://images.gr-assets.com/books/1290479868m/6614960.jpg,Mystery & Thriller
698,9780374533570,The Silver Linings Playbook,Matthew Quick,2008,en-US,4.0,110939,https://images.gr-assets.com/books/1358277412m/13539044.jpg,Fiction
690,9780307237700,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,2006,en-US,3.69,110873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Non-fiction
1070,9780385339160,"Darkfever (Fever, #1)",Karen Marie Moning,2006,eng,4.14,110812,https://images.gr-assets.com/books/1392579949m/112750.jpg,Fantasy
1027,9781423146740,"The Blood of Olympus (The Heroes of Olympus, #5)",Rick Riordan,2014,eng,4.41,110719,https://images.gr-assets.com/books/1464201441m/18705209.jpg,Fantasy
898,9780345419620,"The Queen of the Damned (The Vampire Chronicles, #3)",Anne Rice,1988,eng,3.86,110693,https://images.gr-assets.com/books/1327871992m/43758.jpg,Horror
662,9780618101370,Interpreter of Maladies,Jhumpa Lahiri,1999,eng,4.12,110651,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
754,9781416586290,Half Broke Horses,Jeannette Walls,2008,eng,4.05,110597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
850,9780374214910,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,2012,eng,3.75,110552,https://images.gr-assets.com/books/1345089845m/13538873.jpg,Fiction
771,9780307408850,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,2011,eng,3.81,110481,https://images.gr-assets.com/books/1327864303m/9938498.jpg,History
772,9780140449140,The Republic,"Plato, Desmond Lee",-380,eng,3.9,110274,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Philosophy & Religion
829,9781420925430,A Room with a View,E.M. Forster,1908,eng,3.91,109994,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics
763,9780452287070,The Bluest Eye,Toni Morrison,1970,eng,3.99,109944,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
1140,9781423121300,"Hex Hall (Hex Hall, #1)",Rachel Hawkins,2010,eng,3.96,109881,https://images.gr-assets.com/books/1368393885m/5287473.jpg,Young Adult
769,9780553328260,The Complete Sherlock Holmes,Arthur Conan Doyle,1894,eng,4.5,109754,https://images.gr-assets.com/books/1465539139m/188572.jpg,Classics
635,9781857993290,Sophie's World,"Jostein Gaarder, Paulette Møller",1991,eng,3.88,109692,https://images.gr-assets.com/books/1343459906m/10959.jpg,Children
677,9780307266310,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,2009,eng,4.27,109642,https://images.gr-assets.com/books/1320531983m/6289283.jpg,Non-fiction
799,9780425188800,Watchers,Dean Koontz,1987,eng,4.16,109595,https://images.gr-assets.com/books/1308458930m/32423.jpg,Fiction
807,9780385351390,The Circle,Dave Eggers,2013,eng,3.46,109412,https://images.gr-assets.com/books/1376419833m/18302455.jpg,Fiction
749,9781439102760,The Storyteller,Jodi Picoult,2013,eng,4.26,109313,https://images.gr-assets.com/books/1356328634m/15753740.jpg,Fiction
1054,9780525423670,"Reached (Matched, #3)",Ally Condie,2012,eng,3.56,109290,https://images.gr-assets.com/books/1330717582m/13125947.jpg,Science Fiction
859,9780316033670,"The Way of Shadows (Night Angel, #1)",Brent Weeks,2008,en-US,4.15,109236,https://images.gr-assets.com/books/1327881551m/3227063.jpg,Fantasy
1170,9780062085540,"Unravel Me (Shatter Me, #2)",Tahereh Mafi,2013,eng,4.28,109183,https://images.gr-assets.com/books/1340287622m/13104080.jpg,Science Fiction
877,9780525457590,The Neverending Story,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",1979,eng,4.17,109110,https://images.gr-assets.com/books/1327871159m/27712.jpg,Fantasy
851,9780743496320,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,1979,eng,3.79,109063,https://images.gr-assets.com/books/1327880853m/43448.jpg,Fiction
1203,9781442408920,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe, #1)",Benjamin Alire Sáenz,2012,eng,4.34,108884,https://images.gr-assets.com/books/1328320260m/12000020.jpg,Young Adult
668,9781594205710,Everything I Never Told You,Celeste Ng,2014,eng,3.78,108703,https://images.gr-assets.com/books/1386795198m/18693763.jpg,Fiction
894,9780061020640,"Guards! Guards! (Discworld, #8)",Terry Pratchett,1989,eng,4.32,108652,https://images.gr-assets.com/books/1431127356m/64216.jpg,Fantasy
1129,9780618968470,"The History of the Hobbit, Part One: Mr. Baggins","John D. Rateliff, J.R.R. Tolkien",2007,eng,3.81,108399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
1004,9780525423290,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",Stephanie Perkins,2011,en-US,4.0,108370,https://images.gr-assets.com/books/1358271832m/9961796.jpg,Young Adult
762,9780340606510,Schindler's List,Thomas Keneally,1982,eng,4.34,108338,https://images.gr-assets.com/books/1348163457m/375013.jpg,History
809,9780060776090,Brave New World / Brave New World Revisited,"Aldous Huxley, Christopher Hitchens",1932,eng,4.16,108124,https://images.gr-assets.com/books/1331315450m/5479.jpg,Classics
819,9780691096120,Walden,Henry David Thoreau,1854,eng,3.79,108062,https://images.gr-assets.com/books/1465675526m/16902.jpg,Classics
918,9780786851480,"The Arctic Incident (Artemis Fowl, #2)",Eoin Colfer,2002,eng,3.94,108031,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy
1122,9781442426670,"Finale (Hush, Hush, #4)",Becca Fitzpatrick,2012,eng,4.22,107569,https://images.gr-assets.com/books/1362408156m/12751687.jpg,Young Adult
800,9780553213870,The Story of My Life,Helen Keller,1902,eng,4.07,107313,https://images.gr-assets.com/books/1320429331m/821611.jpg,Non-fiction
888,9780747532030,Harold and the Purple Crayon,Crockett Johnson,1955,eng,4.24,107221,https://images.gr-assets.com/books/1327390957m/98573.jpg,Children
1067,9780312966970,"Four to Score (Stephanie Plum, #4)",Janet Evanovich,1998,en-US,4.17,106871,https://images.gr-assets.com/books/1311983211m/6422.jpg,Mystery & Thriller
825,9781400067110,Shanghai Girls (Shanghai Girls #1),Lisa See,2009,eng,3.87,106729,https://images.gr-assets.com/books/1327968416m/5960325.jpg,History
1257,9780061245080,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,2007,eng,4.18,106608,https://images.gr-assets.com/books/1373855613m/1421990.jpg,Romance
775,9780066211310,Just Kids,Patti Smith,2010,en-US,4.14,106542,https://images.gr-assets.com/books/1259762407m/341879.jpg,Non-fiction
999,9780425193790,"Tales of a Fourth Grade Nothing (Fudge, #1)",Judy Blume,1972,eng,4.09,106435,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Children
